framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,128,0.00683135986328125,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,128,0.05573023796081543,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,256,0.007127360105514527,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,256,0.049447040557861324,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,512,0.007150080204010009,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,512,0.04812607765197754,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,1024,0.007082560062408446,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,1024,0.046942720413208,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,2048,0.007040320038795471,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,2048,0.04799551963806152,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,4096,0.0071043199300765995,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,4096,0.04577119827270508,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,8192,0.007192959785461426,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,8192,0.046696958541870115,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,16384,0.007248640060424805,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,16384,0.04892992019653321,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,32768,0.007151359915733338,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,32768,0.047342720031738283,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,65536,0.007588160037994385,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,65536,0.0461411190032959,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,131072,0.00773087978363037,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,131072,0.04714591979980469,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,262144,0.009698560237884521,sglang_graph
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,2,262144,0.046970558166503903,sglang_eager
SGLang,0.5.10,NVIDIA GB300,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,2,524288,0.013225920200347902,sglang_graph
