framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,768,32,0.049584001302719116
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,320,128,0.07622079849243164
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,48,128,0.015132799744606018
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,20480,64,2.701529693603516
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,2048,64,0.2848479986190796
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,256,2,0.006400000303983688
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,768,32,0.022841599583625794
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,8192,2,0.03651840090751648
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,4,16,0.006371200084686279
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,64,1,0.006547199934720993
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,8,64,0.0066592000424861904
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,192,128,0.043459200859069826
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,320,8,0.01231359988451004
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,bfloat16,16384,64,2.163481521606445
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,160,4,0.007683199644088745
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,384,128,0.09164800047874451
SGLang,0.5.10,NVIDIA L40S,mla_gen_post,default,fp8,192,4,0.007849600166082382
