framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,128,4,1024,1,0,0.4028895854949951
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,64,32,128,2,0,0.20356640815734864
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,32,16,512,4,0,0.21064159870147706
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,16,32,2048,8,0,0.9871040344238281
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,16,64,512,4,0,0.41727681159973146
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,4,1,1024,32,0,0.03538880050182343
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,bfloat16,4,1,64,32,0,0.0151296004652977
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,16,128,512,8,0,0.8002351760864258
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,2,4,64,64,0,0.02329760044813156
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,4,4,4096,32,0,0.13961119651794435
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,bfloat16,2,1,128,64,0,0.014996799826622009
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,2,128,32,64,0,0.03537760078907013
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,bfloat16,1,2,3072,64,0,0.06017439961433411
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,bfloat16,4,1,16,16,0,0.014003199338912965
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,64,32,16,2,0,0.07039840221405029
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,fp8,1,64,512,64,0,0.09704639911651611
SGLang,0.5.10,NVIDIA GB300,mla_context,trtllm_mla,bfloat16,bfloat16,64,32,16,1,0,0.06424000263214111
