framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,128,0.006796800345182419
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,64,0.006195199862122536
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,128,0.010732799768447876
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,32,0.00852160006761551
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,16,0.005532800033688545
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,16,0.008755200356245042
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,8,0.004608000069856644
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,8,0.008771199733018875
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,4,0.004790399968624115
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,4,0.007670400291681289
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,2,0.00469760000705719
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,2,0.008703999966382981
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,1,0.004614400118589402
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,1,0.006803199648857117
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,128,0.006729599833488464
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,1,32,0.005209600180387497
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,64,0.006150399893522262
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,1,64,0.008742400258779526
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,32,0.0053888000547885895
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,128,0.010777600109577179
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,16,0.00868159979581833
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,8,0.004742399975657463
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,8,0.008745600283145905
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,4,0.0047136001288890835
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,4,0.008476799726486206
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,2,0.004758400097489357
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,2,0.00676800012588501
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,2,1,0.004582399874925614
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,2,1,0.006819199770689011
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,4,128,0.006796800345182419
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,4,128,0.011007999628782272
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,4,64,0.005091200023889542
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,4,64,0.008806400001049042
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,4,32,0.004816000163555145
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,fp8,4,32,0.008675199747085572
SGLang,0.5.10,NVIDIA GB200,mla_gen_pre,default,bfloat16,4,16,0.004623999819159508
